gene_name,glu1,glu2,glu6,glu7,glu11,glu12,gly1,gly2,gly6,gly7,gly11,gly12
bdm,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
betA,4.049878631,5.7075948,4.691171905,5.512897374,3.845432489,5.123017236,3.830369867,5.327363875,4.897193331,4.893828896,5.246531873,4.890972848
betB,4.689795299,5.85979611,5.393437374,6.02780688,3.786280069,5.475960771,4.633472821,5.403673137,5.19379519,5.433547911,5.591807432,5.461384545
betI,3.396246232,3.885576928,4.094973529,4.288699623,1.956213143,3.963523049,3.188788908,3.877884375,3.230082065,3.474683089,4.123430944,4.256775916
betT,4.620765799,6.019179087,5.153997139,6.036031674,2.950159195,5.584928697,5.871715865,6.645608339,6.130066621,6.198621981,6.733253413,6.746354076
bfd,1.872409522,3.214239589,2.967104776,2.888436333,3.418469026,2.721107363,2.133511042,2.741810914,2.577877013,1.142112545,0.400375956,3.389035879
bfr,2.787044417,3.054700123,3.577968833,2.77460641,2.667342007,1.719858046,4.242993251,3.369365381,2.433038119,3.979351652,3.747834198,3.933364168
bglA,5.302798607,5.161221694,4.507634548,4.481783059,5.825578401,5.027653241,5.046971457,5.578456755,4.897193331,4.893828896,5.268043282,5.146759137
bglF,-1.14456266,-1.14456266,-0.081165644,0.124258233,-0.021124796,-0.328638789,0.154497435,0.10884003,-1.14456266,0.261889892,-1.14456266,-1.14456266
bglJ,0.658708418,-1.14456266,-0.081165644,-0.233394293,0.573613538,0.336426748,1.481501414,1.181552541,0.950201861,1.662278962,0.400375956,-1.14456266
bglX,5.934814509,5.99746018,5.479091466,5.593130213,6.303669891,5.708957515,5.253930888,5.978413463,5.420718491,5.566915939,5.884186342,5.719519721
bioA,2.402133773,2.030199546,1.977337143,2.515506793,1.548844669,2.350195651,2.577489015,2.044750511,3.314863079,0.778581957,0.955758142,2.501831767
bioB,2.161956914,3.311530153,3.608739568,3.948483134,2.823126441,3.117912415,3.616100965,2.660811997,2.271761073,2.195417295,2.717142687,1.898039616
bioC,2.161956914,2.594274625,3.934305241,2.959587103,1.473989129,2.471943915,1.675275111,1.909857469,2.709352471,1.863384156,2.440603361,1.458599818
bioD,2.402133773,2.875164209,3.341894942,2.693353613,2.454749665,2.73734551,0.639427359,2.044750511,2.577877013,0.261889892,1.341744444,2.231895253
bioF,1.005901477,2.741607747,3.413390689,3.060098585,1.813276146,2.510316822,1.675275111,1.909857469,2.089747114,1.142112545,1.887696574,0.804561649
bioH,3.738270261,4.035308594,4.05086741,4.14392163,3.943439326,4.419440011,3.249685166,3.419321637,2.709352471,3.698181102,3.807869657,2.92436909
bipA,9.602886032,10.82233313,10.55118269,11.14438758,10.94951551,11.28308742,8.602853374,9.497967861,9.088419691,8.451793859,8.460073653,7.700923152
birA,3.694112533,4.409006535,5.254591104,5.434174771,4.358099225,4.939574807,4.085158623,4.046155423,3.470749835,4.177873934,3.920915173,3.739595723
bisC,4.776976412,5.249629364,5.045857234,4.870183127,5.508884491,5.352846773,4.181918076,4.2801787,4.29241472,4.726480352,4.601402454,4.18247159
blc,2.402133773,1.284323171,1.656951679,0.938810998,1.548844669,0.743193164,4.051405413,2.960458629,2.577877013,3.645476578,3.551059262,3.839737144
blr,1.279535868,1.777799163,2.458083344,2.81356451,2.204714673,2.753401269,2.669780771,0.915725688,0.950201861,2.195417295,0.955758142,2.231895253
bolA,6.186374297,5.094581589,4.953099035,5.145766231,5.777076384,5.769155907,7.378620457,6.761295695,5.713410787,6.402715161,7.187232595,6.821681944
brnQ,5.429275615,5.606003759,4.928946305,5.581938013,6.039968141,5.80984822,4.412072405,4.79658715,4.722356551,4.67486849,4.16990457,4.10412621
bssR,5.258048841,3.682562565,5.215191394,4.369062526,4.975974713,3.588663291,3.616100965,3.60341114,3.965832754,4.44768603,5.485641401,6.088285561
bssS,4.497821511,3.311530153,2.918707025,3.027371501,4.191502596,3.764772941,6.331258485,4.077573058,3.611376894,4.537126357,4.342119852,4.743771959
btuB,6.12954786,6.429207591,6.146239293,6.096266841,6.041548381,6.255092987,5.097434842,5.744148356,5.759417607,5.566915939,5.310126879,4.936879918
btuC,3.156702039,3.7534632,4.179330603,4.915475797,3.97688588,4.282892008,3.748448948,4.014037271,2.433038119,3.533896365,3.238206047,3.250214154
btuD,3.450374263,3.163005359,3.059257218,3.184015617,3.838169984,3.716615922,2.75646861,2.660811997,2.829743201,3.135350084,2.717142687,2.231895253
btuE,3.552876099,2.594274625,2.706879979,2.924453426,3.592669597,3.166593538,2.133511042,2.483565826,2.433038119,2.581544051,2.096977156,2.501831767
btuR,5.856935371,5.689647961,6.043144113,5.994430586,7.079361645,6.633135891,7.914824392,7.750424663,6.326228843,6.900692043,7.026157693,6.653192364
cadA,0.169307087,0.813307996,0.626040423,0.387042983,0.718619532,1.048683592,0.983904798,0.57980147,-1.14456266,0.778581957,0.955758142,-1.14456266
cadB,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-1.14456266,-0.151607991,-1.14456266,-1.14456266,-1.14456266,0.261889892,-1.14456266,-1.14456266
caiA,2.946518091,3.109874429,2.238018242,2.924453426,2.880980903,2.412372376,2.372776568,2.167844039,0.950201861,2.195417295,1.887696574,3.096523317
caiC,-1.14456266,-1.14456266,0.626040423,0.124258233,0.3162332,0.23446579,0.154497435,0.57980147,-1.14456266,-1.14456266,0.400375956,-1.14456266
caiD,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.563826259,-1.14456266,0.10884003,-1.14456266,-1.14456266,0.400375956,-1.14456266
caiE,-1.14456266,0.04093922,0.626040423,-0.233394293,0.3162332,0.23446579,0.639427359,0.10884003,-1.14456266,-1.14456266,0.400375956,-1.14456266
caiF,-1.14456266,0.813307996,1.06506632,1.206669469,1.074094981,1.425280607,0.639427359,1.181552541,0.396002577,1.142112545,-1.14456266,0.804561649
caiT,-1.14456266,0.04093922,2.648628761,0.780805482,-0.021124796,-0.563826259,4.016842324,3.877884375,0.950201861,3.645476578,2.585564792,2.501831767
carA,4.955764907,6.345722569,6.703888748,6.393744965,6.172797915,6.440509049,3.981429471,5.176027535,6.946125453,4.751609612,4.025729113,5.429629227
carB,7.715935128,8.44884513,9.376527866,8.701304181,7.861157731,7.790930329,6.302871124,7.819365714,8.796439501,7.520895426,7.337212417,6.994404558
cbl,4.497821511,5.261828004,4.632551095,5.018704348,5.97198465,4.628935583,5.697299413,5.176027535,3.611376894,4.700905348,3.478994982,3.096523317
cbpA,4.334950048,3.885576928,3.447847771,3.213392485,4.174309272,3.001936354,4.357887081,4.306929861,4.41250523,3.891590314,4.382139907,4.459142826
cca,4.955764907,5.506996864,5.723312264,6.198731026,5.524790329,5.735352481,5.473606429,5.663680311,5.513135725,5.216123802,5.330716994,4.794527028
cchA,0.658708418,0.04093922,0.864408982,0.124258233,0.493994953,0.121745392,0.154497435,-1.14456266,0.950201861,0.778581957,1.887696574,0.804561649
cchB,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
ccmA,1.701594873,1.469254964,1.878486406,1.707779131,1.434968744,1.048683592,1.481501414,2.483565826,0.950201861,2.195417295,0.400375956,-1.14456266
ccmB,1.701594873,0.04093922,0.864408982,1.206669469,0.785190935,1.048683592,-1.14456266,0.57980147,0.396002577,0.778581957,1.641516703,0.804561649
ccmC,1.50675362,1.284323171,1.531325051,1.621147031,1.173835043,1.202582163,1.255666409,0.57980147,-1.14456266,1.142112545,1.341744444,0.804561649
ccmE,1.005901477,1.469254964,0.626040423,0.780805482,0.785190935,0.336426748,-1.14456266,-1.14456266,0.950201861,1.142112545,0.400375956,0.804561649
ccmF,2.700105232,3.054700123,2.706879979,2.417504478,1.872213685,2.095594769,-1.14456266,0.915725688,2.940786701,1.42689579,1.887696574,2.501831767
ccmG,2.700105232,1.909674822,2.967104776,1.528716401,1.584796819,1.752629909,0.639427359,1.760580758,2.089747114,1.662278962,1.641516703,1.458599818
ccmH,2.607531025,2.997317952,3.341894942,3.184015617,2.922887473,2.547683181,1.845238606,2.385922444,2.709352471,2.581544051,3.051855849,2.92436909
ccrB,1.50675362,2.429952245,2.315226014,2.515506793,2.582578473,3.041646281,2.838199673,2.044750511,-1.14456266,1.863384156,1.341744444,1.898039616
cdaR,4.734044673,3.718449416,3.266654798,3.548982175,1.548844669,3.213677654,4.272586782,4.77759114,3.857096996,4.621340262,4.634910367,2.501831767
cdd,5.972232106,5.99746018,5.348624147,5.65851882,4.770211299,3.963523049,3.830369867,4.252921561,3.394918736,3.209933256,4.07540813,3.096523317
cdh,2.161956914,2.244134095,1.977337143,2.074906101,2.227319223,2.371224964,1.675275111,1.593346297,0.950201861,1.142112545,0.400375956,2.231895253
cdsA,4.215152564,4.452241776,3.884904066,4.735228175,4.613253384,5.389107415,3.188788908,4.138424687,4.29241472,3.845618938,4.258583241,3.515622458
cedA,-1.14456266,-1.14456266,0.864408982,0.780805482,1.124904303,1.752629909,0.154497435,0.915725688,0.950201861,0.778581957,-1.14456266,-1.14456266
celA,1.005901477,1.777799163,1.06506632,0.938810998,1.956213143,1.153242155,2.669780771,2.28107207,2.271761073,0.778581957,2.440603361,2.231895253
celC,1.279535868,1.284323171,0.328725926,1.206669469,1.173835043,1.543254621,0.154497435,0.57980147,0.950201861,1.42689579,0.400375956,-1.14456266
celD,1.005901477,1.284323171,1.772119263,1.429612449,2.181743192,2.26281716,1.845238606,1.593346297,0.396002577,1.142112545,0.955758142,0.804561649
celF,2.161956914,2.030199546,2.315226014,2.924453426,2.454749665,2.26281716,3.249685166,2.81846539,1.335513986,2.336112447,2.440603361,1.898039616
cfa,7.518257763,6.082440159,6.167035509,5.833873619,7.330099284,5.162460655,7.970027285,6.722100081,5.728910005,6.161611931,6.866124134,6.869800488
chaA,4.418685018,4.00658169,2.388448808,3.965821487,2.963602834,3.57070982,1.675275111,2.385922444,1.335513986,2.336112447,1.641516703,1.898039616
chaC,4.497821511,4.00658169,3.608739568,3.89517933,3.922992093,4.667414521,3.520582185,3.419321637,2.709352471,2.973436686,3.478994982,3.839737144
cheA,1.50675362,1.069845507,0.626040423,0.59996766,1.173835043,1.425280607,0.983904798,1.181552541,-1.14456266,1.142112545,0.400375956,0.804561649
cheR,0.169307087,0.490617291,1.06506632,0.59996766,0.848411752,0.429826472,1.675275111,0.10884003,0.396002577,0.261889892,-1.14456266,1.898039616
cheW,1.279535868,1.284323171,1.772119263,1.528716401,1.843055586,1.202582163,0.154497435,1.760580758,0.950201861,1.863384156,0.400375956,-1.14456266
cheY,1.279535868,1.284323171,1.393037856,1.07954682,1.266618037,1.250163792,0.983904798,1.181552541,0.950201861,0.778581957,1.341744444,1.458599818
cheZ,0.169307087,0.490617291,0.626040423,0.938810998,1.173835043,1.048683592,0.983904798,1.593346297,-1.14456266,0.778581957,1.641516703,1.458599818
chiA,2.508531198,2.809943836,3.266654798,2.734557267,3.054335116,2.784981838,2.915514321,3.467600001,2.709352471,2.790871234,3.323031869,2.231895253
chpA,3.156702039,3.569197809,3.69729008,3.913167376,3.874121648,4.320945934,3.249685166,2.81846539,2.433038119,2.790871234,2.585564792,3.739595723
chpR,1.872409522,1.909674822,3.725636131,3.638246641,2.227319223,2.217021787,2.838199673,2.574940804,0.950201861,1.662278962,1.341744444,0.804561649
cirA,-1.14456266,0.04093922,-1.14456266,-1.14456266,-0.340399338,-0.005082435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
citA,1.701594873,0.813307996,1.06506632,2.256535936,2.63403818,2.584095042,2.133511042,1.402984775,2.089747114,1.42689579,1.341744444,1.458599818
citC,0.658708418,0.04093922,-1.14456266,-1.14456266,-0.165749464,-0.328638789,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
citD,-1.14456266,0.04093922,-1.14456266,-0.233394293,-0.165749464,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
citF,1.279535868,-1.14456266,1.878486406,1.429612449,1.074094981,0.743193164,0.983904798,0.10884003,0.950201861,0.778581957,1.341744444,-1.14456266
citG,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.151607991,-1.14456266,-1.14456266,0.396002577,0.261889892,-1.14456266,-1.14456266
citT,1.279535868,1.632120246,1.393037856,1.206669469,2.035469178,2.095594769,2.133511042,2.044750511,1.634841947,1.42689579,1.341744444,-1.14456266
citX,-1.14456266,0.04093922,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
clpA,8.224224225,7.23627853,7.420782408,7.245888476,7.438421716,7.352662971,9.271999486,8.300485041,7.010950178,7.872513043,8.963683334,8.348903466
clpB,9.116340512,8.191081317,7.741623233,7.614615302,8.140908433,7.185288293,9.055134385,8.80831395,9.272857155,8.98012954,9.410665383,9.877781718
clpP,7.043221821,6.677032183,6.550106779,7.072821292,7.248302865,6.846534319,6.941079611,6.903852661,6.701000653,7.09478332,6.934974472,6.278545747
clpS,5.415757986,5.777229285,6.07650334,6.076466604,5.48585322,5.523339826,6.759768889,6.222651574,5.530929281,6.278578159,6.07931016,6.047025682
clpX,8.924478509,8.752035561,8.890099896,9.144690008,8.854087496,8.682117167,8.573448721,8.779966693,8.616503246,9.023317681,9.110803452,8.478692524
cls,4.936959574,4.514756309,4.219726587,4.597486218,5.36735742,5.050475489,4.921866334,4.990526226,4.78302168,4.91622588,4.601402454,4.520742021
cmk,3.396246232,3.853667527,3.859553062,4.619552847,3.732449625,4.796467226,1.675275111,2.28107207,2.433038119,3.348396791,3.148053403,2.501831767
cmr,1.279535868,2.340080965,1.393037856,2.074906101,2.085930983,2.769278728,0.983904798,0.57980147,1.335513986,0.261889892,0.400375956,2.231895253
cmtA,-1.14456266,-1.14456266,0.864408982,-1.14456266,-0.340399338,-0.005082435,-1.14456266,-1.14456266,0.396002577,0.261889892,0.955758142,-1.14456266
cmtB,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
coaA,3.694112533,3.357811199,3.668374493,3.638246641,4.208493184,5.076123339,3.188788908,3.727500311,3.676850297,3.645476578,4.16990457,4.021274137
coaD,3.020056016,2.809943836,3.145844317,3.060098585,3.139667088,3.448209222,0.639427359,1.760580758,3.542781318,2.03916712,2.585564792,2.231895253
coaE,1.701594873,2.141213121,1.772119263,1.789321157,2.35586119,2.452362542,1.255666409,0.57980147,0.950201861,0.261889892,0.400375956,-1.14456266
cobB,1.50675362,0.490617291,0.328725926,0.938810998,2.060925945,1.202582163,1.845238606,1.593346297,0.396002577,1.142112545,0.400375956,-1.14456266
cobS,2.024617477,1.069845507,1.239066079,1.322734996,1.39479921,2.412372376,1.481501414,0.10884003,-1.14456266,0.778581957,-1.14456266,0.804561649
cobT,2.946518091,2.937542598,2.238018242,2.81356451,2.747355123,3.597556698,2.372776568,1.760580758,1.634841947,1.42689579,1.341744444,1.898039616
cobU,1.50675362,0.813307996,2.458083344,2.138078784,1.39479921,1.990318907,2.478808946,1.909857469,-1.14456266,1.142112545,1.341744444,1.458599818
codA,4.797972256,4.723247491,4.705462124,4.529184383,4.869659278,4.373622762,4.051405413,4.108320124,3.314863079,3.749023528,3.478994982,2.92436909
codB,2.161956914,2.937542598,2.524469212,2.562090015,2.715885433,3.248004389,0.639427359,2.385922444,2.089747114,1.142112545,-1.14456266,1.458599818
cof,5.21186605,4.27092816,4.199670149,3.999884323,4.604724611,3.615180267,4.656098509,4.71905375,5.832977856,4.700905348,5.133881715,5.892547281
copA,12.29575028,11.46268293,10.22656506,11.22314784,5.549436152,6.348806731,6.439531299,6.780501258,6.525750678,8.327819861,5.938853575,7.296796792
corA,5.063720883,4.705491563,4.507634548,4.597486218,4.574470194,5.37109104,3.94512394,4.196810065,3.542781318,4.101715412,4.382139907,2.92436909
cpdA,4.85918554,4.775239862,4.774862943,4.14392163,4.493626032,4.544164416,3.90787948,4.138424687,5.280499269,5.269285949,4.667657167,4.890972848
cpdB,5.886634934,4.873917376,3.909816478,4.188902497,5.672849562,4.878932606,6.070039351,5.35325148,5.101543425,4.537126357,5.737703654,5.107155918
cpsG,0.658708418,0.813307996,0.328725926,0.124258233,0.718619532,0.596683146,0.639427359,1.593346297,1.335513986,0.778581957,1.641516703,1.898039616
cpxA,5.653148175,5.883671912,5.844454334,6.06042838,5.488172966,5.675794042,4.656098509,4.699000984,5.401502618,4.847963526,4.933060362,4.459142826
cpxP,5.19613721,5.625015017,4.507634548,5.570658291,2.823126441,4.534944143,3.188788908,2.385922444,3.314863079,3.645476578,3.148053403,2.728660382
cpxR,6.233362159,5.689647961,4.719612099,5.138144538,4.911748428,5.232560986,4.514690377,4.167913085,5.171279534,4.565747746,4.601402454,4.691164879
creA,3.020056016,2.514481243,2.918707025,2.734557267,2.963602834,3.092938198,2.372776568,1.909857469,2.433038119,2.690038402,2.096977156,1.458599818
creB,2.402133773,3.569197809,2.315226014,2.312245118,3.079237974,3.213677654,2.133511042,1.402984775,2.089747114,2.195417295,1.341744444,2.231895253
creC,2.024617477,2.340080965,2.58789945,2.256535936,2.880980903,2.90476351,2.372776568,2.483565826,2.271761073,2.690038402,0.955758142,1.898039616
crl,7.837497819,7.296804088,6.855712358,7.110304479,6.420010274,7.306015969,8.138120044,8.062342223,7.553910211,8.272483803,7.723238552,8.340390508
crp,8.621587366,8.320619896,8.348079194,8.110461559,8.105086651,7.506753328,8.436435823,8.438368642,8.21018408,9.029750003,8.678594886,8.403045977
crr,8.711450738,8.522925912,8.868837265,8.452913375,8.908355974,8.15847578,8.140127125,7.631185284,8.199099032,8.467041598,8.741451542,7.852300142
csdA,3.978067213,4.196588626,4.316023771,4.274859093,4.781605888,4.827003085,3.188788908,3.026504243,4.11494029,3.412926304,3.403127684,3.515622458
csgA,1.872409522,2.244134095,2.069687809,2.138078784,1.900776578,2.070004129,2.577489015,2.28107207,2.089747114,2.195417295,2.27917705,2.728660382
csgB,0.169307087,-1.14456266,0.328725926,0.59996766,0.215468341,0.121745392,0.639427359,-1.14456266,1.335513986,0.261889892,0.955758142,0.804561649
csgC,4.667150713,4.705491563,4.474637679,4.432769881,3.838169984,3.487025063,5.097434842,6.035485785,6.253079176,5.46426915,5.390780372,5.552659643
